Probe,GeneID,Symbol,Distance,Sides,Raw.p,Pe
cg19403323,ENSG00000082497,SERTAD4,382082,R3,1.8233252677188905e-5,0.019801980198019802
cg01441127,ENSG00000203730,TEDDM1,1354758,R5,1.835370189466882e-5,0.1188118811881188
cg04923840,ENSG00000067533,RRP15,3230039,R6,1.8842272676817683e-5,0.0594059405940594
cg21117808,ENSG00000188807,TMEM201,-213000,L3,1.8842272676817683e-5,0.19801980198019803
cg00255699,ENSG00000116990,MYCL,53839,R1,1.9470571153050675e-5,0.1188118811881188
cg23172853,ENSG00000116991,SIPA1L2,691503,R1,1.9470571153050675e-5,0.04950495049504951
cg10574861,ENSG00000267272,LINC01140,-167184,L2,2.011872130080982e-5,0.09900990099009901
cg22400454,ENSG00000136636,KCTD3,1094530,R3,2.011872130080982e-5,0.039603960396039604
cg17425580,ENSG00000169914,OTUD3,-281662,L8,2.078731211952102e-5,0.04950495049504951
cg08939394,ENSG00000142619,PADI3,-3415,L1,2.146326518632999e-5,0.12871287128712872
cg06358191,ENSG00000184163,FAM132A,-45035,L3,2.1476948809375057e-5,0.019801980198019802
cg14032261,ENSG00000117650,NEK2,-60344,L2,2.1476948809375057e-5,0.0891089108910891
cg20704530,ENSG00000169174,PCSK9,-1734923,L5,2.1476948809375057e-5,0.009900990099009901
cg23259394,ENSG00000230023,RP11-10N16.2,-96780,L2,2.1481655395646174e-5,0.019801980198019802
cg11718886,ENSG00000196660,SLC30A10,513715,R1,2.218439124651537e-5,0.019801980198019802
cg11958234,ENSG00000134247,PTGFRN,-693847,L7,2.218825317632163e-5,0.019801980198019802
cg13305336,ENSG00000162931,TRIM17,-761438,L8,2.218825317632163e-5,0.009900990099009901
cg14032261,ENSG00000143493,INTS7,204434,R1,2.218825317632163e-5,0.009900990099009901
cg14170793,ENSG00000183929,DUSP5P1,-736500,L5,2.218825317632163e-5,0.04950495049504951
cg21400442,ENSG00000135747,ZNF670,1541165,R7,2.218825317632163e-5,0.04950495049504951
cg24558378,ENSG00000116698,SMG7,-22291,L2,2.218825317632163e-5,0.06930693069306931
cg12550241,ENSG00000171163,ZNF692,285162,R4,2.2921864045953855e-5,0.06930693069306931
cg23075506,ENSG00000143494,VASH2,434863,R8,2.2921864045953855e-5,0.10891089108910891
cg15714328,ENSG00000174842,GLMN,-142752,L2,2.3678437686442935e-5,0.019801980198019802
cg22127730,ENSG00000116273,PHF13,-1040439,L4,2.3678437686442935e-5,0.0594059405940594
cg24307587,ENSG00000135829,DHX9,695819,R8,2.3678437686442935e-5,0.15841584158415842
cg00255699,ENSG00000117000,RLF,319786,R5,2.5263188167816942e-5,0.019801980198019802
cg15965383,ENSG00000116141,MARK1,-497941,L6,2.5263188167816942e-5,0.0594059405940594
cg24558378,ENSG00000198860,TSEN15,431136,R4,2.5263188167816942e-5,0.06930693069306931
cg24593832,ENSG00000162782,TDRD5,1015459,R9,2.6001729112977612e-5,0.009900990099009901
cg15714328,ENSG00000117505,DR1,904146,R9,2.6092768694284898e-5,0.039603960396039604
cg17181043,ENSG00000088035,ALG6,-1057301,L7,2.6092768694284898e-5,0.039603960396039604
cg17516825,ENSG00000121931,LRIF1,275978,R2,2.6092768694284898e-5,0.009900990099009901
cg19726343,ENSG00000171680,PLEKHG5,-935473,L9,2.6092768694284898e-5,0.0594059405940594
cg25210796,ENSG00000177414,UBE2U,-356756,L2,2.6142276655547556e-5,0.039603960396039604
cg15059176,ENSG00000116213,WRAP73,240882,R4,2.694812027460149e-5,0.04950495049504951
cg17933936,ENSG00000143799,PARP1,-289928,L3,2.694812027460149e-5,0.039603960396039604
cg19082496,ENSG00000188910,GJB3,1347436,R8,2.694812027460149e-5,0.0297029702970297
cg12427162,ENSG00000198821,CD247,-710640,L10,2.8739157389072763e-5,0.04950495049504951
cg12610169,ENSG00000162482,AKR7A3,872792,R9,2.967640425876727e-5,0.2376237623762376
cg24997231,ENSG00000117597,DIEXF,473815,R7,2.967640425876727e-5,0.0594059405940594
cg16596317,ENSG00000171517,LPAR3,-396451,L7,3.064254584558775e-5,0.019801980198019802
cg06082598,ENSG00000203668,CHML,-113277,L3,3.16384160075033e-5,0.019801980198019802
cg06358191,ENSG00000242485,MRPL20,110148,R10,3.16384160075033e-5,0.0297029702970297
cg19403323,ENSG00000117597,DIEXF,-0,L1,3.16384160075033e-5,0.0594059405940594
cg21526778,ENSG00000035687,ADSS,986933,R4,3.16384160075033e-5,0.1188118811881188
cg22016731,ENSG00000187801,ZFP69B,604630,R10,3.16384160075033e-5,0.019801980198019802
cg25199536,ENSG00000142675,CNKSR1,-85229,L3,3.16384160075033e-5,0.0594059405940594
cg25312122,ENSG00000162728,KCNJ9,-124378,L6,3.245675985548878e-5,0.009900990099009901
cg00329272,ENSG00000116213,WRAP73,355848,R4,3.2664870808544195e-5,0.04950495049504951
cg03002586,ENSG00000035687,ADSS,1918432,R6,3.2664870808544195e-5,0.1188118811881188
cg20321265,ENSG00000179051,RCC2,191227,R3,3.2664870808544195e-5,0.10891089108910891
cg16600733,ENSG00000142606,MMEL1,255714,R9,3.365060040132885e-5,0.07920792079207921
cg08944484,ENSG00000188206,HNRNPU-AS1,-1912360,L8,3.3722789052332926e-5,0.009900990099009901
cg17094624,ENSG00000162851,TFB2M,1449193,R3,3.3722789052332926e-5,0.09900990099009901
cg00974095,ENSG00000084072,PPIE,3238,R1,3.481307282671791e-5,0.009900990099009901
cg18381395,ENSG00000133019,CHRM3,2625540,R6,3.5936648059696194e-5,0.1782178217821782
cg23484899,ENSG00000227953,RP11-439E19.3,2044948,R10,3.5936648059696194e-5,0.18811881188118812
cg07388700,ENSG00000171612,SLC25A33,-375663,L7,3.709446508680702e-5,0.1188118811881188
cg08036553,ENSG00000162437,RAVER2,560971,R3,3.709446508680702e-5,0.09900990099009901
cg18766795,ENSG00000116161,CACYBP,-2270409,L10,3.709446508680702e-5,0.04950495049504951
cg26896979,ENSG00000130939,UBE4B,-253024,L4,3.709446508680702e-5,0.0594059405940594
cg11691825,ENSG00000213057,C1orf220,481629,R3,3.8287499230183304e-5,0.019801980198019802
cg15152595,ENSG00000198625,MDM4,-429946,L3,3.8287499230183304e-5,0.0594059405940594
cg17933936,ENSG00000183814,LIN9,-388138,L4,3.8287499230183304e-5,0.09900990099009901
cg14036402,ENSG00000142634,EFHD2,-0,L1,3.9516751389447806e-5,0.10891089108910891
cg14200127,ENSG00000156876,SASS6,2944935,R9,3.9516751389447806e-5,0.13861386138613863
cg17442683,ENSG00000142583,SLC2A5,430853,R4,3.9516751389447806e-5,0.039603960396039604
cg22372968,ENSG00000171517,LPAR3,52947,L1,3.9516751389447806e-5,0.019801980198019802
cg00045114,ENSG00000162753,SLC9C2,795442,R4,3.997835775036696e-5,0.10891089108910891
cg16276225,ENSG00000185420,SMYD3,-427378,L6,4.078324864464439e-5,0.009900990099009901
cg21400442,ENSG00000153207,AHCTF1,1434716,R6,4.078324864464439e-5,0.0891089108910891
cg12213388,ENSG00000116957,TBCE,1025596,R8,4.2088044871393474e-5,0.06930693069306931
cg14170793,ENSG00000154429,CCSAP,-45609,L2,4.2088044871393474e-5,0.0297029702970297
cg22515475,ENSG00000060688,SNRNP40,1327735,R8,4.2088044871393474e-5,0.039603960396039604
cg26607897,ENSG00000143164,DCAF6,394180,R5,4.2088044871393474e-5,0.009900990099009901
cg15059176,ENSG00000078900,TP73,262635,R5,4.34322213684651e-5,0.10891089108910891
cg20152088,ENSG00000143324,XPR1,-757306,L6,4.34322213684651e-5,0.019801980198019802
cg24446417,ENSG00000117597,DIEXF,443323,R7,4.34322213684651e-5,0.0594059405940594
cg00935967,ENSG00000130764,LRRC47,-109693,L5,4.4816887497962645e-5,0.06930693069306931
cg24597774,ENSG00000188807,TMEM201,248155,R2,4.4816887497962645e-5,0.19801980198019803
cg24997231,ENSG00000162757,C1orf74,428124,R5,4.624318133831325e-5,0.0594059405940594
cg21402096,ENSG00000143498,TAF1A,740857,R2,4.771227035026041e-5,0.019801980198019802
cg24307587,ENSG00000203730,TEDDM1,254567,R2,4.779168031600849e-5,0.13861386138613863
cg12610169,ENSG00000053372,MRTO4,841773,R8,4.9225352056057637e-05,0.07920792079207921
cg14170793,ENSG00000135776,ABCB10,127676,R2,4.9225352056057637e-05,0.039603960396039604
cg24873093,ENSG00000197429,IPP,168934,R7,4.9225352056057637e-05,0.019801980198019802
cg14420230,ENSG00000135838,NPL,-405316,L5,5.078365473206205e-5,0.019801980198019802
cg26027690,ENSG00000120948,TARDBP,155021,R2,5.078365473206205e-5,0.07920792079207921
cg20152088,ENSG00000121454,LHX4,-1367313,L8,5.23854204596155e-5,0.019801980198019802
cg18437839,ENSG00000134369,NAV1,146696,R2,5.238843811492952e-5,0.009900990099009901
cg22400454,ENSG00000174606,ANGEL2,-1457034,L5,5.238843811492952e-5,0.0594059405940594
cg23598604,ENSG00000156876,SASS6,816645,R6,5.238843811492952e-5,0.13861386138613863
cg24558378,ENSG00000121481,RNF2,1424821,R8,5.238843811492952e-5,0.06930693069306931
cg11691825,ENSG00000240021,TEX35,451954,R2,5.298684659769165e-5,0.07920792079207921
cg04508870,ENSG00000007923,DNAJC11,-1536632,L9,5.404099412161184e-5,0.09900990099009901
cg14200127,ENSG00000122435,TRMT13,2994522,R10,5.404099412161184e-5,0.0297029702970297
cg16276225,ENSG00000197472,ZNF695,10854,R2,5.404099412161184e-5,0.019801980198019802
cg18395632,ENSG00000143149,ALDH9A1,286411,R5,5.404099412161184e-5,0.009900990099009901
cg25463742,ENSG00000120948,TARDBP,232838,R2,5.404099412161184e-5,0.07920792079207921
cg25939869,ENSG00000024526,DEPDC1,-2089243,L8,5.404099412161184e-5,0.07920792079207921
cg00974095,ENSG00000117000,RLF,472429,R9,5.574264758336056e-5,0.0297029702970297
cg15393179,ENSG00000171517,LPAR3,2657197,R10,5.574264758336056e-5,0.039603960396039604
cg17907003,ENSG00000155761,SPAG17,963068,R9,5.574264758336056e-5,0.06930693069306931
cg18876728,ENSG00000152104,PTPN14,-3831302,L10,5.574264758336056e-5,0.019801980198019802
cg23598604,ENSG00000122481,RWDD3,-4019690,L6,5.574264758336056e-5,0.039603960396039604
cg15895782,ENSG00000067533,RRP15,3808402,R8,5.74947569939405e-5,0.0891089108910891
cg16600733,ENSG00000149527,PLCH2,91055,R4,5.74947569939405e-5,0.0297029702970297
cg26407161,ENSG00000157911,PEX10,-683833,L10,5.74947569939405e-5,0.04950495049504951
cg12764314,ENSG00000262180,OCLM,1715537,R10,5.838684663322892e-5,0.009900990099009901
cg01791421,ENSG00000162482,AKR7A3,-380495,L7,5.929871527226041e-5,0.27722772277227725
cg08944484,ENSG00000162852,CNST,-99273,L2,5.929871527226041e-5,0.07920792079207921
cg00255699,ENSG00000043514,TRIT1,-0,L1,6.115595053962526e-5,0.1782178217821782
cg18156192,ENSG00000116455,WDR77,-328834,L8,6.306792691181896e-5,0.039603960396039604
cg18795022,ENSG00000007923,DNAJC11,-825425,L2,6.306792691181896e-5,0.09900990099009901
cg22400454,ENSG00000117724,CENPF,130333,R1,6.306792691181896e-5,0.16831683168316833
cg23981702,ENSG00000173218,VANGL1,451573,R1,6.306792691181896e-5,0.009900990099009901
cg27428948,ENSG00000059588,TARBP1,1765307,R8,6.306792691181896e-5,0.07920792079207921
cg13247117,ENSG00000171793,CTPS1,326235,R5,6.503614530622585e-5,0.039603960396039604
cg13942103,ENSG00000162775,RBM15,-288529,L7,6.503614530622585e-5,0.009900990099009901
cg16578549,ENSG00000178585,CTNNBIP1,-0,L1,6.503614530622585e-5,0.04950495049504951
cg17901924,ENSG00000168264,IRF2BP2,1615595,R6,6.503614530622585e-5,0.009900990099009901
cg24152264,ENSG00000143674,MLK4,642902,R3,6.503614530622585e-5,0.09900990099009901
cg24593832,ENSG00000213057,C1orf220,-27262,L1,6.503614530622585e-5,0.0297029702970297
cg22400454,ENSG00000082482,KCNK2,532913,R2,6.600483816409058e-5,0.0297029702970297
cg17943995,ENSG00000142619,PADI3,-1006901,L6,6.6038125225289e-5,0.1485148514851485
cg06358191,ENSG00000221978,CCNL2,93951,R9,6.706214426420127e-5,0.0594059405940594
cg18345456,ENSG00000174606,ANGEL2,-986526,L3,6.706214426420127e-5,0.06930693069306931
cg27428948,ENSG00000010072,SPRTN,-1270980,L5,6.706214426420127e-5,0.06930693069306931
cg19938167,ENSG00000177888,ZBTB41,-1882729,L8,6.914750078890003e-5,0.04950495049504951
cg24558378,ENSG00000135838,NPL,-790153,L9,6.914750078890003e-5,0.019801980198019802
cg12213388,ENSG00000116918,TSNAX,-2802806,L10,7.129383119877558e-5,0.0594059405940594
cg23972860,ENSG00000162413,KLHL21,-720356,L5,7.129383119877558e-5,0.019801980198019802
cg25199536,ENSG00000142684,ZNF593,-103055,L4,7.129383119877558e-5,0.009900990099009901
cg25312122,ENSG00000162735,PEX19,61868,R2,7.129383119877558e-5,0.009900990099009901
cg03002586,ENSG00000091483,FH,-970300,L8,7.35027919969606e-5,0.0297029702970297
cg18876728,ENSG00000116141,MARK1,2144471,R8,7.35027919969606e-5,0.07920792079207921
cg25463742,ENSG00000175279,APITD1,-327363,L4,7.35027919969606e-5,0.0891089108910891
cg16651768,ENSG00000178395,C1orf65,1225999,R9,7.486206853717729e-5,0.0297029702970297
cg04508870,ENSG00000116288,PARK7,-253051,L3,7.577608075674323e-5,0.019801980198019802
cg11718886,ENSG00000136628,EPRS,796889,R2,7.577608075674323e-5,0.019801980198019802
cg16276225,ENSG00000153187,HNRNPU,-2070148,L9,7.577608075674323e-5,0.10891089108910891
cg25210796,ENSG00000203965,EFCAB7,-1051443,L6,7.577608075674323e-5,0.0297029702970297
cg25729466,ENSG00000134371,CDC73,-2749333,L2,7.577608075674323e-5,0.009900990099009901
cg24729839,ENSG00000243709,LEFTY1,118111,R3,7.693316080324481e-5,0.04950495049504951
cg12213388,ENSG00000135778,NTPCR,-1385448,L6,7.811543702335057e-5,0.04950495049504951
cg13247117,ENSG00000117000,RLF,-412176,L10,7.811543702335057e-5,0.039603960396039604
cg16651768,ENSG00000143502,SUSD4,1053445,R8,7.811543702335057e-5,0.07920792079207921
cg13798621,ENSG00000242485,MRPL20,-53431,L5,8.052264323225405e-5,0.039603960396039604
cg06082598,ENSG00000121644,DESI2,2903725,R11,8.299952564421077e-5,0.0594059405940594
cg10759651,ENSG00000143179,UCK2,2651816,R10,8.299952564421077e-5,0.09900990099009901
cg11834658,ENSG00000218510,LINC00339,740455,R9,8.299952564421077e-5,0.019801980198019802
cg22531801,ENSG00000119285,HEATR1,906233,R7,8.299952564421077e-5,0.0594059405940594
cg00340127,ENSG00000174371,EXO1,-192057,L3,8.554795529725654e-5,0.0891089108910891
cg02030141,ENSG00000169213,RAB3B,1249370,R8,8.554795529725654e-5,0.0297029702970297
cg16134070,ENSG00000169914,OTUD3,-253165,L7,8.554795529725654e-5,0.1188118811881188
cg22729726,ENSG00000157911,PEX10,-778617,L10,8.81698489758637e-5,0.04950495049504951
cg23598604,ENSG00000122435,TRMT13,866232,R7,8.81698489758637e-5,0.0297029702970297
cg19243842,ENSG00000078900,TP73,510561,R5,9.086717019748006e-5,0.13861386138613863
cg20284239,ENSG00000143147,GPR161,-0,L1,9.086717019748006e-5,0.039603960396039604
cg12427163,ENSG00000240021,TEX35,2647375,R8,9.207265197379618e-5,0.10891089108910891
cg12446045,ENSG00000127423,AUNIP,300993,R4,9.364193021666565e-5,0.09900990099009901
cg20701183,ENSG00000267272,LINC01140,-165032,L2,9.364193021666565e-5,0.16831683168316833
cg12130225,ENSG00000183929,DUSP5P1,-910734,L7,9.64961890470402e-5,0.06930693069306931
cg16529686,ENSG00000163362,C1orf106,684621,R6,9.64961890470402e-5,0.04950495049504951
cg22400420,ENSG00000198860,TSEN15,169567,R2,9.64961890470402e-5,0.07920792079207921
cg22628512,ENSG00000118193,KIF14,171968,R1,9.64961890470402e-5,0.09900990099009901
cg18787437,ENSG00000142627,EPHA2,-17090,L1,9.943205650125899e-5,0.0594059405940594
cg22127730,ENSG00000007923,DNAJC11,-962548,L2,9.943205650125899e-5,0.10891089108910891
cg24873093,ENSG00000186603,HPDL,-196712,L6,9.943205650125899e-5,0.04950495049504951
cg26027690,ENSG00000130939,UBE4B,-676093,L8,9.943205650125899e-5,0.07920792079207921
cg13058623,ENSG00000168275,COA6,1468723,R5,1.0245169324923097e-4,0.07920792079207921
cg22127730,ENSG00000162408,NOL9,-1109937,L8,1.0245169324923097e-4,0.0594059405940594
cg25683570,ENSG00000234996,RP11-480I12.7,-207102,L8,1.0555173751103577e-4,0.039603960396039604
cg16265859,ENSG00000159423,ALDH4A1,-171793,L3,1.0555731189479709e-4,0.039603960396039604
cg23259394,ENSG00000001460,STPG1,48523,R1,1.0555731189479709e-4,0.039603960396039604
cg00508158,ENSG00000123473,STIL,-409694,L5,1.0875117807107979e-4,0.06930693069306931
cg12213388,ENSG00000188739,RBM34,789419,R5,1.0875117807107979e-4,0.07920792079207921
cg12764314,ENSG00000116698,SMG7,-1086783,L8,1.0875117807107979e-4,0.09900990099009901
cg23807924,ENSG00000196418,ZNF124,424914,R7,1.0875117807107979e-4,0.04950495049504951
cg16583536,ENSG00000162552,WNT4,161112,R5,1.1203561155472228e-4,0.1188118811881188
cg23216101,ENSG00000162664,ZNF326,-1069121,L3,1.1203561155472228e-4,0.25742574257425743
cg16583536,ENSG00000142798,HSPG2,-18893,L1,1.1541298739922831e-4,0.1188118811881188
cg16596317,ENSG00000117174,ZNHIT6,359756,R3,1.1541298739922831e-4,0.04950495049504951
cg22729726,ENSG00000116213,WRAP73,423475,R4,1.1541298739922831e-4,0.06930693069306931
cg19726343,ENSG00000173662,TAS1R1,-875777,L7,1.1876214617109144e-4,0.10891089108910891
cg04221461,ENSG00000121644,DESI2,939211,R5,1.1888573708762014e-4,0.0594059405940594
cg14170793,ENSG00000135775,COG2,1253582,R7,1.1888573708762014e-4,0.0594059405940594
cg21686171,ENSG00000178585,CTNNBIP1,403903,R5,1.1888573708762014e-4,0.0594059405940594
cg22684969,ENSG00000116406,EDEM3,1454574,R10,1.1888573708762014e-4,0.019801980198019802
cg23981702,ENSG00000143061,IGSF3,1384030,R9,1.1888573708762014e-4,0.009900990099009901
cg04508870,ENSG00000142599,RERE,113838,R1,1.2245634970462307e-4,0.1188118811881188
cg23972860,ENSG00000116273,PHF13,-710930,L4,1.2245634970462307e-4,0.0891089108910891
cg17489312,ENSG00000188807,TMEM201,272891,R2,1.2612737312859252e-4,0.24752475247524752
cg15059176,ENSG00000130764,LRRC47,390335,R9,1.2990141524339216e-4,0.0891089108910891
cg16651768,ENSG00000116141,MARK1,-1502910,L8,1.2990141524339216e-4,0.10891089108910891
cg21400442,ENSG00000197472,ZNF695,1541165,R8,1.2990141524339216e-4,0.019801980198019802
cg23259394,ENSG00000188529,SRSF10,-327546,L6,1.2990141524339216e-4,0.12871287128712872
cg03604774,ENSG00000126705,AHDC1,11442,L1,1.3378114517043616e-4,0.07920792079207921
cg07236204,ENSG00000177888,ZBTB41,-2203113,L9,1.3378114517043616e-4,0.0594059405940594
cg07381872,ENSG00000134709,HOOK1,-1066025,L4,1.3378114517043616e-4,0.16831683168316833
cg09232269,ENSG00000117595,IRF6,2112226,R10,1.3378114517043616e-4,0.06930693069306931
cg24152264,ENSG00000168275,COA6,1688590,R6,1.3378114517043616e-4,0.07920792079207921
cg24700388,ENSG00000196550,FAM72A,-145759,L3,1.3378114517043616e-4,0.06930693069306931
cg11834658,ENSG00000127483,HP1BP3,-497407,L3,1.3776929452110262e-4,0.07920792079207921
cg14032261,ENSG00000123684,LPGAT1,7492,L1,1.3776929452110262e-4,0.009900990099009901
cg20821187,ENSG00000081277,PKP1,799661,R9,1.3776929452110262e-4,0.10891089108910891
cg24593832,ENSG00000186283,TOR3A,505223,R4,1.3776929452110262e-4,0.019801980198019802
cg19403323,ENSG00000117625,RCOR3,1407657,R6,1.418686586697265e-4,0.04950495049504951
cg26188212,ENSG00000069248,NUP133,609919,R4,1.418686586697265e-4,0.0891089108910891
cg18437839,ENSG00000170075,GPR37L1,646271,R9,1.4607470728151867e-4,0.06930693069306931
cg00340127,ENSG00000091483,FH,-567446,L8,1.4608209804737964e-4,0.0297029702970297
cg07381872,ENSG00000184292,TACSTD2,-2364909,L10,1.4608209804737964e-4,0.0297029702970297
cg23807924,ENSG00000162851,TFB2M,-130734,L3,1.4608209804737964e-4,0.1188118811881188
cg26607897,ENSG00000143162,CREG1,-0,L1,1.4608209804737964e-4,0.009900990099009901
cg22729008,ENSG00000227953,RP11-439E19.3,1357795,R5,1.503822214089072e-4,0.24752475247524752
cg10574861,ENSG00000213516,RBMXL1,1643071,R4,1.5486297740757612e-4,0.16831683168316833
cg11958234,ENSG00000065183,WDR3,245513,R2,1.5486297740757612e-4,0.07920792079207921
cg26896979,ENSG00000120948,TARDBP,578090,R6,1.5486297740757612e-4,0.13861386138613863
cg24593832,ENSG00000116218,NPHS2,974385,R8,1.55527102082467e-4,0.019801980198019802
cg12697139,ENSG00000162757,C1orf74,383770,R5,1.5943647547507657e-4,0.06930693069306931
cg18166959,ENSG00000143633,C1orf131,479423,R6,1.5943647547507657e-4,0.12871287128712872
cg18437839,ENSG00000198700,IPO9,352554,R3,1.5943647547507657e-4,0.04950495049504951
cg21291759,ENSG00000053372,MRTO4,1171245,R8,1.5943647547507657e-4,0.1188118811881188
cg26230851,ENSG00000158887,MPZ,43250,R1,1.5943647547507657e-4,0.0297029702970297
cg22940372,ENSG00000186197,EDARADD,-1081834,L6,1.6413616767784795e-4,0.19801980198019803
cg24729839,ENSG00000143748,NVL,-1437779,L8,1.6413616767784795e-4,0.039603960396039604
cg00329272,ENSG00000130764,LRRC47,505301,R9,1.6896525987915585e-4,0.09900990099009901
cg00974095,ENSG00000116990,MYCL,206482,R5,1.6896525987915585e-4,0.2376237623762376
cg16600733,ENSG00000008130,NADK,-554465,L10,1.6896525987915585e-4,0.04950495049504951
cg22153407,ENSG00000183929,DUSP5P1,-1501938,L10,1.6896525987915585e-4,0.09900990099009901
cg26188212,ENSG00000168159,RNF187,-283656,L3,1.6896525987915585e-4,0.0297029702970297
cg26913155,ENSG00000157911,PEX10,-782938,L10,1.6896525987915585e-4,0.0594059405940594
cg24152264,ENSG00000173726,TOMM20,2452039,R9,1.7392703120957812e-4,0.0594059405940594
cg24558378,ENSG00000116667,C1orf21,766517,R5,1.7392703120957812e-4,0.009900990099009901
